,Title,Description,Date Created,Origin,Author,Recipient,Start,start_lat,start_long,Year,Month,Day,Month Name,Season,Color
1666,"1884 September 19, Philadelphia, to Dear Lillie, Woodbourne",,1884-09-19,Philadelphia (Pa.),"Author (aut): Cope, Francis Reeve, 1821-1909","Addressee (rcp): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","{'lat': 39.95222222, 'long': -75.1636111111111}",39.95222222,-75.1636111111111,1884,9,19,September,Fall,orange
1667,"1884 September 21, Holme House, to My dear little Anna","Stationery says ""Holme House, Southport.""",1884-09-21,Southport (England),"Author (aut): Simpson, Sallie",,"{'lat': 53.64555556, 'long': -3.01}",53.64555556,-3.01,1884,9,21,September,Fall,orange
1668,"1884 September 26, Philada, to Lillie",Carrew Co. watermark.,1884-09-26,Philadelphia (Pa.),"Author (aut): Cope, Francis Reeve, 1821-1909","Addressee (rcp): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","{'lat': 39.95222222, 'long': -75.1636111111111}",39.95222222,-75.1636111111111,1884,9,26,September,Fall,orange
1669,"Letter from Sallie Simpson to Francis Algernon Evans c/o Jonathan Evans, 1884 September 27",,1884-09-27,Southport (England),"Author (aut): Simpson, Sallie","Addressee (rcp): Evans, Francis Algernon, 1878-1946|Addressee (rcp): Evans, Jonathan, 1843-1911","{'lat': 53.64555556, 'long': -3.01}",53.64555556,-3.01,1884,9,27,September,Fall,orange
1670,"1884 September 28, Awbury, to My dear Frankie",,1884-09-28,"Awbury (Philadelphia, Pa.)","Author (aut): Cope, Anna Stewardson Brown, 1822-1916","Addressee (rcp): Cope, Francis R. (Francis Reeve), 1878-1962","{'lat': 40.05055556, 'long': -75.1666666666667}",40.05055556,-75.1666666666667,1884,9,28,September,Fall,orange
1671,"1884 September 28, Awbury, to my dear Frankie",,1884-09-28,"Awbury (Philadelphia, Pa.)","Author (aut): Lewis, Caroline Mary Cope, 1865-1953","Addressee (rcp): Cope, Francis Reeve, 1821-1909","{'lat': 40.05055556, 'long': -75.1666666666667}",40.05055556,-75.1666666666667,1884,9,28,September,Fall,orange
1672,"1884 October 1, to Anna",,1884-10-01,Dimock (Pa. : Township),"Author (aut): Cope, Agnes, 1876-1899","Addressee (rcp): Evans, Anna Cope, 1875-1967","{'lat': 41.74666667, 'long': -75.9097222222222}",41.74666667,-75.9097222222222,1884,10,1,October,Fall,orange
1673,"1884 October 5, Awbury, to Dear Frankie",,1884-10-05,"Awbury (Philadelphia, Pa.)","Author (aut): Cope, Thomas P. (Thomas Pim), 1852-1944","Addressee (rcp): Cope, Francis R. (Francis Reeve), 1878-1962","{'lat': 40.05055556, 'long': -75.1666666666667}",40.05055556,-75.1666666666667,1884,10,5,October,Fall,orange
1674,"1884 October 12, Woodbourne, to Chellie",,1884-10-12,"Woodbourne (Susquehanna County, Pa.)","Author (aut): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Addressee (rcp): Evans, Rachel Reeve Cope, 1850-1939","{'lat': 41.784172, 'long': -75.895933}",41.784172,-75.895933,1884,10,12,October,Fall,orange
1675,"1884 October 14, Woodbourne, to Dear Wife",,1884-10-14,"Woodbourne (Susquehanna County, Pa.)","Author (aut): Cope, Francis Reeve, 1821-1909","Addressee (rcp): Cope, Anna Stewardson Brown, 1822-1916","{'lat': 41.784172, 'long': -75.895933}",41.784172,-75.895933,1884,10,14,October,Fall,orange
1676,"1884?, Woodbourne, to Father",Date of letter is not given. Possibly 1884.,1884?,"Woodbourne (Susquehanna County, Pa.)","Author (aut): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Addressee (rcp): Cope, Francis Reeve, 1821-1909","{'lat': 41.784172, 'long': -75.895933}",41.784172,-75.895933,1884,0,0,0,0,0
1677,"Letter from David Hoffer to Cope Brothers, 1885 January 14",,1885-01-14,Philadelphia (Pa.),"Author (aut): Hoffer, David",Addressee (rcp): Cope Brothers,"{'lat': 39.95222222, 'long': -75.1636111111111}",39.95222222,-75.1636111111111,1885,1,14,January,Winter,darkred
1678,"1885 July 14, Atlantic City, to My dearest husband","Watermark of a grid with a globe and a square that reads """"Trade Mark.""""",1885-07-14,Atlantic City (N.J.),"Author (aut): Evans, Rachel Reeve Cope, 1850-1939","Addressee (rcp): Evans, Jonathan, 1843-1911","{'lat': 39.36388889, 'long': -74.4230555555556}",39.36388889,-74.4230555555556,1885,7,14,July,Summer,yellow
1679,"1885 July 20, Woodbourne, to Dear Jonathan, Awbury",,1885-07-20,"Woodbourne (Susquehanna County, Pa.)","Author (aut): Cope, Francis Reeve, 1821-1909","Addressee (rcp): Evans, Jonathan, 1843-1911","{'lat': 41.784172, 'long': -75.895933}",41.784172,-75.895933,1885,7,20,July,Summer,yellow
1680,"1885 July 23, Awbury, to My dearest wife",,1885-07-23,"Awbury (Philadelphia, Pa.)","Author (aut): Evans, Jonathan, 1843-1911","Addressee (rcp): Evans, Rachel Reeve Cope, 1850-1939","{'lat': 40.05055556, 'long': -75.1666666666667}",40.05055556,-75.1666666666667,1885,7,23,July,Summer,yellow
1681,Letter from Francis Algernon Evans to his father 1885 July 25,,1885-07-25,Atlantic City (N.J.),"Author (aut): Evans, Francis Algernon, 1878-1946","Addressee (rcp): Rhoads, Jonathan E. (Jonathan Evans), 1830-1914","{'lat': 39.36388889, 'long': -74.4230555555556}",39.36388889,-74.4230555555556,1885,7,25,July,Summer,yellow
1682,"1885 July 26, Atlantic City, to My dear Mother","Watermark of a grid with a globe and a square that reads """"Trade Mark.""""",1885-07-26,Atlantic City (N.J.),"Author (aut): Evans, Rachel Reeve Cope, 1850-1939","Addressee (rcp): Cope, Anna Stewardson Brown, 1822-1916","{'lat': 39.36388889, 'long': -74.4230555555556}",39.36388889,-74.4230555555556,1885,7,26,July,Summer,yellow
1683,"1885 July 26, Atlantic City, to My dearest husband","Watermark of a grid with a globe and a square that reads """"Trade Mark.""""",1885-07-26,Atlantic City (N.J.),"Author (aut): Evans, Rachel Reeve Cope, 1850-1939","Addressee (rcp): Evans, Jonathan, 1843-1911","{'lat': 39.36388889, 'long': -74.4230555555556}",39.36388889,-74.4230555555556,1885,7,26,July,Summer,yellow
1684,"1885 July 27, Philadelphia, to My dearest wife",,1885-07-27,Philadelphia (Pa.),"Author (aut): Evans, Jonathan, 1843-1911","Addressee (rcp): Evans, Rachel Reeve Cope, 1850-1939","{'lat': 39.95222222, 'long': -75.1636111111111}",39.95222222,-75.1636111111111,1885,7,27,July,Summer,yellow
1685,"1885 July 27, Philadelphia, to my dear Algie",,1885-07-27,Philadelphia (Pa.),"Author (aut): Evans, Jonathan, 1843-1911","Addressee (rcp): Evans, Francis Algernon, 1878-1946","{'lat': 39.95222222, 'long': -75.1636111111111}",39.95222222,-75.1636111111111,1885,7,27,July,Summer,yellow
1686,"1885 July 27, Atlantic City, to My very dear husband","Watermark of a grid with a globe and a square that reads ""Trade Mark.""",1885-07-27,Atlantic City (N.J.),"Author (aut): Evans, Rachel Reeve Cope, 1850-1939","Addressee (rcp): Evans, Jonathan, 1843-1911","{'lat': 39.36388889, 'long': -74.4230555555556}",39.36388889,-74.4230555555556,1885,7,27,July,Summer,yellow
1687,"1885 July 28, ""The Dennis,"" to My dearest husband","Watermark of a grid with a globe and a square that reads, ""Trade Mark.""",1885-07-28,Atlantic City (N.J.),"Author (aut): Evans, Rachel Reeve Cope, 1850-1939","Addressee (rcp): Evans, Jonathan, 1843-1911","{'lat': 39.36388889, 'long': -74.4230555555556}",39.36388889,-74.4230555555556,1885,7,28,July,Summer,yellow
1688,Letter from Francis Algernon Evans to his father 1885 July 29,,1885-07-29,Atlantic City (N.J.),"Author (aut): Evans, Francis Algernon, 1878-1946","Addressee (rcp): Rhoads, Jonathan E. (Jonathan Evans), 1830-1914","{'lat': 39.36388889, 'long': -74.4230555555556}",39.36388889,-74.4230555555556,1885,7,29,July,Summer,yellow
1689,"1885 July 30, Awbury, to Dear Lillie, Woodbourne",,1885-07-30,"Awbury (Philadelphia, Pa.)","Author (aut): Cope, Francis Reeve, 1821-1909","Addressee (rcp): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","{'lat': 40.05055556, 'long': -75.1666666666667}",40.05055556,-75.1666666666667,1885,7,30,July,Summer,yellow
1690,"1885 July 30, Atlantic City, to My very dear husband","Embossing in the upper lefthand corner reads, ""Hamilton.""",1885-07-30,Atlantic City (N.J.),"Author (aut): Evans, Rachel Reeve Cope, 1850-1939","Addressee (rcp): Evans, Jonathan, 1843-1911","{'lat': 39.36388889, 'long': -74.4230555555556}",39.36388889,-74.4230555555556,1885,7,30,July,Summer,yellow
1691,"1885 July 7, Atlantic City, to My dearest husband","Embossing in the upper lefthand corner reads, ""Hamilton.""",1885-07-30,Atlantic City (N.J.),"Author (aut): Evans, Rachel Reeve Cope, 1850-1939","Addressee (rcp): Evans, Jonathan, 1843-1911","{'lat': 39.36388889, 'long': -74.4230555555556}",39.36388889,-74.4230555555556,1885,7,30,July,Summer,yellow
1692,"1885 July 31, Atlantic City, to My dearest husband","Embossing in the upper lefthand corner reads, ""Hamilton.""",1885-07-31,Atlantic City (N.J.),"Author (aut): Evans, Rachel Reeve Cope, 1850-1939","Addressee (rcp): Evans, Jonathan, 1843-1911","{'lat': 39.36388889, 'long': -74.4230555555556}",39.36388889,-74.4230555555556,1885,7,31,July,Summer,yellow
1693,"1885 August 1, Philada, to Lillie",Carrew Co. watermark.,1885-08-01,Philadelphia (Pa.),"Author (aut): Cope, Francis Reeve, 1821-1909","Addressee (rcp): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","{'lat': 39.95222222, 'long': -75.1636111111111}",39.95222222,-75.1636111111111,1885,8,1,August,Summer,yellow
1695,"1885 August 10, Awbury, to Lillie",Carrew Co. watermark.,1885-08-10,"Awbury (Philadelphia, Pa.)","Author (aut): Cope, Francis Reeve, 1821-1909","Addressee (rcp): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","{'lat': 40.05055556, 'long': -75.1666666666667}",40.05055556,-75.1666666666667,1885,8,10,August,Summer,yellow
1696,"1885 August 11, Philada, to Lillie",Carrew Co. watermark. Allusion to poem by William Wordsworth (1770-1850),1885-08-11,Philadelphia (Pa.),"Author (aut): Cope, Francis Reeve, 1821-1909","Addressee (rcp): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","{'lat': 39.95222222, 'long': -75.1636111111111}",39.95222222,-75.1636111111111,1885,8,11,August,Summer,yellow
1697,"1885 August 16, Meadow Farm, to brother",,1885-08-16,Darlington (Md.),"Author (aut): Evans, Hannah Bacon, 1839-1939","Addressee (rcp): Evans, Jonathan, 1843-1911","{'lat': 39.63916667, 'long': -76.2025}",39.63916667,-76.2025,1885,8,16,August,Summer,yellow
1698,"1885 August 17, Philadelphia, to My dearest wife",,1885-08-17,Philadelphia (Pa.),"Author (aut): Evans, Jonathan, 1843-1911","Addressee (rcp): Evans, Rachel Reeve Cope, 1850-1939","{'lat': 39.95222222, 'long': -75.1636111111111}",39.95222222,-75.1636111111111,1885,8,17,August,Summer,yellow
1699,"1885 August 18, Philadelphia,to My dearest wife",,1885-08-18,Philadelphia (Pa.),"Author (aut): Evans, Jonathan, 1843-1911","Addressee (rcp): Evans, Rachel Reeve Cope, 1850-1939","{'lat': 39.95222222, 'long': -75.1636111111111}",39.95222222,-75.1636111111111,1885,8,18,August,Summer,yellow
1700,"1885 August 19, to Jonathan Evans",Postcard,1885-08-19,Conowingo Reservoir (Md. and Pa.),"Author (aut): Evans, Hannah Bacon, 1839-1939","Addressee (rcp): Evans, Jonathan, 1843-1911","{'lat': 39.66083333, 'long': -76.1730555555556}",39.66083333,-76.1730555555556,1885,8,19,August,Summer,yellow
1701,"1885 August 19, Philadelphia, to My dear wife",,1885-08-19,Philadelphia (Pa.),"Author (aut): Evans, Jonathan, 1843-1911","Addressee (rcp): Evans, Rachel Reeve Cope, 1850-1939","{'lat': 39.95222222, 'long': -75.1636111111111}",39.95222222,-75.1636111111111,1885,8,19,August,Summer,yellow
1702,"1885 August 20, Philadelphia, to My dearest wife",,1885-08-20,Philadelphia (Pa.),"Author (aut): Evans, Jonathan, 1843-1911","Addressee (rcp): Evans, Rachel Reeve Cope, 1850-1939","{'lat': 39.95222222, 'long': -75.1636111111111}",39.95222222,-75.1636111111111,1885,8,20,August,Summer,yellow
1703,"1885 August 21, Philadelphia, to My darling wife",,1885-08-21,Philadelphia (Pa.),"Author (aut): Evans, Jonathan, 1843-1911","Addressee (rcp): Evans, Rachel Reeve Cope, 1850-1939","{'lat': 39.95222222, 'long': -75.1636111111111}",39.95222222,-75.1636111111111,1885,8,21,August,Summer,yellow
1704,"1885 August 22, Philadelphia, to Rachel R.C. Evans",,1885-08-22,Philadelphia (Pa.),"Author (aut): Evans, Jonathan, 1843-1911","Addressee (rcp): Evans, Rachel Reeve Cope, 1850-1939","{'lat': 39.95222222, 'long': -75.1636111111111}",39.95222222,-75.1636111111111,1885,8,22,August,Summer,yellow
1705,"1885 August 23, Meadow Farm, to brother",,1885-08-23,Darlington (Md.),"Author (aut): Evans, Hannah Bacon, 1839-1939","Addressee (rcp): Evans, Jonathan, 1843-1911","{'lat': 39.63916667, 'long': -76.2025}",39.63916667,-76.2025,1885,8,23,August,Summer,yellow
1706,"1885 August 24, Philadelphia, to My dearest wife",,1885-08-24,Philadelphia (Pa.),"Author (aut): Evans, Jonathan, 1843-1911","Addressee (rcp): Evans, Rachel Reeve Cope, 1850-1939","{'lat': 39.95222222, 'long': -75.1636111111111}",39.95222222,-75.1636111111111,1885,8,24,August,Summer,yellow
1707,"1885 August 25, Philadelphia, to Rachel R.C. Evans",,1885-08-25,Philadelphia (Pa.),"Author (aut): Evans, Jonathan, 1843-1911","Addressee (rcp): Evans, Rachel Reeve Cope, 1850-1939","{'lat': 39.95222222, 'long': -75.1636111111111}",39.95222222,-75.1636111111111,1885,8,25,August,Summer,yellow
1708,"1885 August 26, Philadelphia, to My darling wife",,1885-08-26,Philadelphia (Pa.),"Author (aut): Evans, Jonathan, 1843-1911","Addressee (rcp): Evans, Rachel Reeve Cope, 1850-1939","{'lat': 39.95222222, 'long': -75.1636111111111}",39.95222222,-75.1636111111111,1885,8,26,August,Summer,yellow
1709,"1885 August 27, Philadelphia, to My own dear wife",,1885-08-27,Philadelphia (Pa.),"Author (aut): Evans, Jonathan, 1843-1911","Addressee (rcp): Evans, Rachel Reeve Cope, 1850-1939","{'lat': 39.95222222, 'long': -75.1636111111111}",39.95222222,-75.1636111111111,1885,8,27,August,Summer,yellow
1710,"1885 September 1, Philadelphia, to My dear dear wife",,1885-09-01,Philadelphia (Pa.),"Author (aut): Evans, Jonathan, 1843-1911","Addressee (rcp): Evans, Rachel Reeve Cope, 1850-1939","{'lat': 39.95222222, 'long': -75.1636111111111}",39.95222222,-75.1636111111111,1885,9,1,September,Fall,orange
1711,"1883 September 17, Woodbourne, to my dear Tom",,1885-09-17,"Woodbourne (Susquehanna County, Pa.)","Author (aut): Cope, Anna Stewardson Brown, 1822-1916","Addressee (rcp): Cope, Thomas P. (Thomas Pim), 1852-1944","{'lat': 41.784172, 'long': -75.895933}",41.784172,-75.895933,1885,9,17,September,Fall,orange
1712,"1885 September 20, Awbury, to Dear Nephew",,1885-09-20,"Awbury (Philadelphia, Pa.)","Author (aut): Cope, Thomas P. (Thomas Pim), 1852-1944","Addressee (rcp): Cope, Francis R. (Francis Reeve), 1878-1962","{'lat': 40.05055556, 'long': -75.1666666666667}",40.05055556,-75.1666666666667,1885,9,20,September,Fall,orange
1714,"1885 December 9, Woodbourne, to Annette Cope",,1885-12-09,"Woodbourne (Susquehanna County, Pa.)","Author (aut): Walker, George O., b. 1838","Addressee (rcp): Cope, Annette, 1843-1916","{'lat': 41.784172, 'long': -75.895933}",41.784172,-75.895933,1885,12,9,December,Winter,darkred
1715,"1885 December 18, Philadelphia, to Dear Mrs. Cope",,1885-12-18,Philadelphia (Pa.),"Author (aut): Norris, Rosa C.",,"{'lat': 39.95222222, 'long': -75.1636111111111}",39.95222222,-75.1636111111111,1885,12,18,December,Winter,darkred
1716,"1885 December 28, Woodbourne, to Agnes & Frank",,1885-12-28,"Woodbourne (Susquehanna County, Pa.)","Author (aut): Compton, Elmer M.","Addressee (rcp): Cope, Agnes, 1876-1899|Addressee (rcp): Cope, Francis R. (Francis Reeve), 1878-1962","{'lat': 41.784172, 'long': -75.895933}",41.784172,-75.895933,1885,12,28,December,Winter,darkred
1718,"1886 February 21, Awbury, to My dearest mother","Watermark reads, ""Jenner & Knewstub's Charta Perfecta.""",1886-02-21,"Awbury (Philadelphia, Pa.)","Author (aut): Evans, Rachel Reeve Cope, 1850-1939","Addressee (rcp): Cope, Anna Stewardson Brown, 1822-1916","{'lat': 40.05055556, 'long': -75.1666666666667}",40.05055556,-75.1666666666667,1886,2,21,February,Winter,darkred
1719,"1886 February 25, Philadelphia, to My dear mother",,1886-02-25,Philadelphia (Pa.),"Author (aut): Evans, Jonathan, 1843-1911","Addressee (rcp): Evans, Rachel Reeve Cope, 1850-1939","{'lat': 39.95222222, 'long': -75.1636111111111}",39.95222222,-75.1636111111111,1886,2,25,February,Winter,darkred
1720,"1886 June 18, Philadelphia, to My own dear wife",,1886-06-18,Philadelphia (Pa.),"Author (aut): Evans, Jonathan, 1843-1911","Addressee (rcp): Evans, Rachel Reeve Cope, 1850-1939","{'lat': 39.95222222, 'long': -75.1636111111111}",39.95222222,-75.1636111111111,1886,6,18,June,Summer,yellow
1721,"1886 June 23, Avebury UK, to Francis",,1886-06-23,Avebury (England),"Author (aut): Cope, Mary Stokes, 1853-1888","Addressee (rcp): Cope, Francis Reeve, 1821-1909","{'lat': 51.41666667, 'long': -1.86666666666667}",51.41666667,-1.86666666666667,1886,6,23,June,Summer,yellow
1724,"1886 July 8, Awbury, to Dear Lilly",,1886-07-08,"Awbury (Philadelphia, Pa.)","Author (aut): Cope, Clementine, 1835-1903","Addressee (rcp): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","{'lat': 40.05055556, 'long': -75.1666666666667}",40.05055556,-75.1666666666667,1886,7,8,July,Summer,yellow
1725,"1886 July 8, Woodbourne, to Dear Anna",,1886-07-08,"Woodbourne (Susquehanna County, Pa.)","Author (aut): Cope, Francis Reeve, 1821-1909","Addressee (rcp): Cope, Anna Stewardson Brown, 1822-1916","{'lat': 41.784172, 'long': -75.895933}",41.784172,-75.895933,1886,7,8,July,Summer,yellow
1726,"1886 July 14, Newport, to My dear Frank",,1886-07-14,Newport (R.I.),"Author (aut): Cope, Anna Stewardson Brown, 1822-1916","Addressee (rcp): Cope, Francis Reeve, 1821-1909","{'lat': 41.49, 'long': -71.3127777777778}",41.49,-71.3127777777778,1886,7,14,July,Summer,yellow
1727,"1886 July 16, Germantown, to Dear Nephew",,1886-07-16,"Wayne Junction Station (Philadelphia, Pa.)","Author (aut): Cope, Thomas P. (Thomas Pim), 1852-1944","Addressee (rcp): Cope, Francis R. (Francis Reeve), 1878-1962","{'lat': 40.02333333, 'long': -75.1594444444445}",40.02333333,-75.1594444444445,1886,7,16,July,Summer,yellow
1728,"1886 July 17, Philada, to Lillie",Carrew Co. watermark.,1886-07-17,Philadelphia (Pa.),"Author (aut): Cope, Francis Reeve, 1821-1909","Addressee (rcp): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","{'lat': 39.95222222, 'long': -75.1636111111111}",39.95222222,-75.1636111111111,1886,7,17,July,Summer,yellow
1729,"1886 July 19, Royal Mail Ship Gallia and Liverpool, to My dear Lilly",,1886-07-18,Liverpool (England),"Author (aut): Cope, Clementine, 1835-1903","Addressee (rcp): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","{'lat': 53.41055556, 'long': -2.97777777777778}",53.41055556,-2.97777777777778,1886,7,18,July,Summer,yellow
1730,"1886 July 18, Newport, to Frankie",Written in hand of Rachel Evans for Francis Algernon Evans.,1886-07-18,Newport (R.I.),"Author (aut): Evans, Francis Algernon, 1878-1946|Author (aut): Evans, Rachel Reeve Cope, 1850-1939","Addressee (rcp): Cope, Francis R. (Francis Reeve), 1878-1962","{'lat': 41.49, 'long': -71.3127777777778}",41.49,-71.3127777777778,1886,7,18,July,Summer,yellow
1731,"1886 July 20, Newport, Easton's Pt., to My dear Frank",,1886-07-20,Newport (R.I.),"Author (aut): Cope, Anna Stewardson Brown, 1822-1916","Addressee (rcp): Cope, Francis Reeve, 1821-1909","{'lat': 41.49, 'long': -71.3127777777778}",41.49,-71.3127777777778,1886,7,20,July,Summer,yellow
