Title,Description,Date Created,Genre,Precise Origin,Origin,Precise Destination,Destination,Geographic Subject,Author,Recipient,PID,Subjects (Name),Subjects (Topic),Shelf Locator,Local Identifier,Note,Item URL
"1892 August 25, Woodbourne, to dear sister Clem",,1892-08-25,letters (correspondence),,"Woodbourne (Susquehanna County, Pa.)",,,"Watertown (N.Y.)|Ontario, Lake (N.Y. and Ont.)|Saint Lawrence River|Berkshire (Mass.)|Woodbourne (Susquehanna County, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Clementine, 1835-1903",hc:106232,"Cope, Thomas P. (Thomas Pim), 1852-1944|Cope, Francis, 1852-1854|Cope, Edgar, 1838-1895|Cope, Walter, 1861-1902|Lewis, Caroline Mary Cope, 1865-1953|Lewis, William Draper, 1867-1949|Foote, Eleanor Tyson Cope, 1879-1973",Toys|Railroads|Fishing|Honeymoons|Children,"HC.MC-1170, Box 3",hsc1343,,/object/hc106232
"1892 September 6, Asticou, to Dear Srs.",,1892-09-06,letters (correspondence),,Asticou (Me.),,,Switzerland|Rockland (Me.)|Boston (Mass.)|Pittsfield (Mass.)|Asticou (Me.),"Cope, Clementine, 1835-1903",,hc:104243,"Haines, Francis Cope, 1857-1918|Cope, Annette, 1843-1916|Drinker, Frances, b. 1841|Newlin, Mary, b. 1850",Letter writing|Voyages and travels|Health|Weather|Acrostics,"HC.MC-1170, Box 3",hsc0990,,/object/hc104243
"1892 November 24, 6 Cavendish Crescent, Dear Sister",,1892-11-24,letters (correspondence),6 Cavendish Crescent,Nottingham (England),,,London (England)|New York (N.Y.)|Bordighera (Italy)|San Remo (Italy)|Turin (Italy)|Liverpool (England)|Geneva (Switzerland),"Cope, Caroline E. (Caroline Elizabeth), 1840-1944|Cope, Annette, 1843-1916","Cope, Clementine, 1835-1903",hc:109640,"Cope, Annette, 1843-1916|Yarnall, Mary|Yarnall, Ellis H., 1817-1905|Vanuxem, Ellen","Carriages and carts|Afternoon teas|London (England)--Description and travel|Hotels|Weather|Art museums|Arts, Dutch|Wounds and injuries|Travel--Planning|Views|Gardens|Health|Dressmaking|Rest|Voyages and travels|Concerts","HC.MC-1170, Box 3",hsc1552,,/object/hc109640
"1892 November 29, Bristol PA, to My dear Cousin",,1892-11-29,letters (correspondence),,Bristol (Pa.),,,"Pittsfield (Mass.)|Awbury (Philadelphia, Pa.)|Bristol (Pa.)","Cope, Clementine, 1835-1903",,hc:104244,"Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937|Evans, Rachel Reeve Cope, 1850-1939|Cope, Caroline E. (Caroline Elizabeth), 1840-1944|Cope, Annette, 1843-1916","Letter writing|Health|Nursing|Voyages and travels|Shipwrecks|Moving, Household","HC.MC-1170, Box 3",hsc0991,,/object/hc104244
"1893 April 19, Atlantic City, to dear Mother",,1893-04-19,letters (correspondence),Haddon Hall,Atlantic City (N.J.),,,"Atlantic City (N.J.)|Haddon Hall (Atlantic City, N.J.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Anna Stewardson Brown, 1822-1916",hc:106233,"Wood, Marianna Estabrook|Evans, Jonathan, 1843-1911|Cope, Elizabeth Waln Stokes, 1823-1902|Rhoads, Margaret|Evans, Anna Cope, 1875-1967",Health|Weather,"HC.MC-1170, Box 3",hsc1344,,/object/hc106233
"1893 August 18, Woodbourne, to my dear Caroline & Annette",,1893-08-18,letters (correspondence),,"Woodbourne (Susquehanna County, Pa.)",,,"Newport (R.I.)|Elk Mountain (Pa.)|Springville (Pa. : Township)|Woodbourne (Susquehanna County, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Caroline E. (Caroline Elizabeth), 1840-1944|Cope, Annette, 1843-1916",hc:106234,"Hartshorne, Virginia|Hartshorne, Anna C. (Anna Cope), 1860-1957|Thorne, Louise|Emlen, Mary|Emlen, Samuel, 1829-1920|Cope, Edgar, 1838-1895|Cope, Clementine, 1835-1903",,"HC.MC-1170, Box 3",hsc1345,,/object/hc106234
"1893 September 10, Woodbourne, to dearest Mother",,1893-09-10,letters (correspondence),,"Woodbourne (Susquehanna County, Pa.)",,,"Montrose (Susquehanna County, Pa.)|Chicago (Ill.)|Woodbourne (Susquehanna County, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Anna Stewardson Brown, 1822-1916",hc:106235,"Evans, Rachel Reeve Cope, 1850-1939|Cope, Agnes, 1876-1899|Cope, Francis R. (Francis Reeve), 1878-1962|Foote, Eleanor Tyson Cope, 1879-1973|Evans, Francis Algernon, 1878-1946|Evans, Edward W. (Edward Wyatt), 1882-1976|Haines, Reuben, 1851-1920|Cope, Thomas P. (Thomas Pim), 1852-1944",Photography|Photographs|Health|Voyages and travels|Weather,"HC.MC-1170, Box 3",hsc1346,,/object/hc106235
"1893 October 4, Woodbourne, to dear Father",,1893-10-04,letters (correspondence),,"Woodbourne (Susquehanna County, Pa.)",,,"Europe|Spain|Algiers (Algeria)|Woodbourne (Susquehanna County, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Francis Reeve, 1821-1909",hc:106236,"Cope, Thomas Pim, 1823-1900|Cope, Edgar, 1838-1895|Cope, Anna Stewardson Brown, 1822-1916",,"HC.MC-1170, Box 3",hsc1347,,/object/hc106236
"1893 October 7, Woodbourne, to dearest Mother",,1893-10-07,letters (correspondence),,"Woodbourne (Susquehanna County, Pa.)",,,"Conanicut Island (R.I.)|Woodbourne (Susquehanna County, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Anna Stewardson Brown, 1822-1916",hc:106237,"Cope, Amy Elizabeth Yarnall|Cope, Edgar, 1838-1895|Evans, Rachel Reeve Cope, 1850-1939|Cope, Francis Hazen, 1859-1909|Cope, Agnes, 1876-1899|Cope, Clementine, 1835-1903|Cope, Francis R. (Francis Reeve), 1878-1962",,"HC.MC-1170, Box 3",hsc1348,,/object/hc106237
"1893 October 9, Woodbourne, to dearest Mother",,1893-10-09,letters (correspondence),,"Woodbourne (Susquehanna County, Pa.)",,,"Dimock (Pa. : Township)|Woodbourne (Susquehanna County, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Anna Stewardson Brown, 1822-1916",hc:106238,"Cope, Francis R. (Francis Reeve), 1878-1962|Cope, Francis Hazen, 1859-1909|Hartshorne, Anna C. (Anna Cope), 1860-1957|Haines, Francis Cope, 1857-1918|Evans, Rachel Reeve Cope, 1850-1939|Brown, Elizabeth H., b. 1840?",Autumn|Nature|Health|Schools,"HC.MC-1170, Box 3",hsc1349,,/object/hc106238
"1893 October 19, Woodbourne, to dearest Mother",,1893-10-19,letters (correspondence),,"Woodbourne (Susquehanna County, Pa.)",,,"Woodbourne (Susquehanna County, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Anna Stewardson Brown, 1822-1916",hc:106239,"Evans, Rachel Reeve Cope, 1850-1939|Evans, Ernest Mervyn, 1884-1911|Lewis, Caroline Mary Cope, 1865-1953|Cope, William Brown, 1854-1860|Cope, Thomas P. (Thomas Pim), 1852-1944|Cope, Francis Hazen, 1859-1909",Health|Weather,"HC.MC-1170, Box 3",hsc1350,,/object/hc106239
"1893 October 20, Woodbourne, to dearest Mother",,1893-10-20,letters (correspondence),,"Woodbourne (Susquehanna County, Pa.)",,,"Woodbourne (Susquehanna County, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Anna Stewardson Brown, 1822-1916",hc:106240,"Cope, Agnes, 1876-1899|Foote, Eleanor Tyson Cope, 1879-1973|Cope, Francis R. (Francis Reeve), 1878-1962|Haines, Francis Cope, 1857-1918|Cope, Francis Reeve, 1821-1909",,"HC.MC-1170, Box 3",hsc1351,,/object/hc106240
"1893 October 24, Woodbourne, to dear Mother",,1893-10-24,letters (correspondence),,"Woodbourne (Susquehanna County, Pa.)",,,"Montrose (Susquehanna County, Pa.)|Germantown (Philadelphia, Pa.)|England|Woodbourne (Susquehanna County, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Anna Stewardson Brown, 1822-1916",hc:106241,"Evans, Rachel Reeve Cope, 1850-1939|Cope, Francis Reeve, 1821-1909|Haines, Francis Cope, 1857-1918|Brown, Elizabeth H., b. 1840?|Lewis, Caroline Mary Cope, 1865-1953|Cope, Agnes, 1876-1899",Letter writing|Weather|Schools|Classical languages|Household employees|Voyages and travels|Infants,"HC.MC-1170, Box 3",hsc1352,,/object/hc106241
"1893 October 29, Woodbourne, to dear Carrie",,1893-10-29,letters (correspondence),,"Woodbourne (Susquehanna County, Pa.)",,,"Germantown (Philadelphia, Pa.)|Woodbourne (Susquehanna County, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Anna Stewardson Brown, 1822-1916",hc:106242,"Cope, Francis R. (Francis Reeve), 1878-1962|Haines, Francis Cope, 1857-1918|Evans, Ernest Mervyn, 1884-1911|Evans, Rachel Reeve Cope, 1850-1939|Cope, Annette, 1843-1916|Cope, Edgar, 1838-1895",Weather|Nature|Christmas|Classical languages|Family,"HC.MC-1170, Box 3",hsc1353,,/object/hc106242
"1894 January 30, Old Pt. Comfort, to dearest Mother",,1894-01-30,letters (correspondence),Old Point Comfort,Hampton (Va.),,,Atlantic City (N.J.)|Newport (R.I.)|Europe|Chicago (Ill.)|Cincinnati (Ohio),"Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Anna Stewardson Brown, 1822-1916",hc:106243,"Haines, Francis Cope, 1857-1918|Cope, Francis R. (Francis Reeve), 1878-1962|Cope, Agnes, 1876-1899|Foote, Eleanor Tyson Cope, 1879-1973|Cope, Francis Reeve, 1821-1909",Voyages and travels,"HC.MC-1170, Box 3",hsc1354,,/object/hc106243
"1894 February 17, to Netty",,1894-02-17,letters (correspondence),,,,,,"Cope, Edgar, 1838-1895","Cope, Annette, 1843-1916",hc:95190,,,"HC.MC-1170, Box 3",hsc0367,,/object/hc95190
"1894 June 2, Awbury, to Dear Frank",,1894-06-02,letters (correspondence),,"Awbury (Philadelphia, Pa.)",,,"Awbury (Philadelphia, Pa.)","Cope, Clementine, 1835-1903","Cope, Francis R. (Francis Reeve), 1878-1962",hc:104246,"Cope, Agnes, 1876-1899|Foote, Eleanor Tyson Cope, 1879-1973|Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937",,"HC.MC-1170, Box 3",hsc0993,,/object/hc104246
"1894 July 19, Woodbourne, to dear Mother",,1894-07-19,letters (correspondence),,"Woodbourne (Susquehanna County, Pa.)",,,"Tunkhannock (Pa.)|Woodbourne (Susquehanna County, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Anna Stewardson Brown, 1822-1916",hc:106244,"Cope, Francis Reeve, 1821-1909|Cope, Francis R. (Francis Reeve), 1878-1962|Cope, Thomas P. (Thomas Pim), 1852-1944|Drinker, Frances, b. 1841|Evans, Jonathan, 1843-1911|Evans, Rachel Reeve Cope, 1850-1939",,"HC.MC-1170, Box 3",hsc1355,,/object/hc106244
"1894 July 21, Cliff House, Minnewaska NY, to Dear Cousin Anna",,1894-07-21,letters (correspondence),"Cliff House, Lake Minnewaska",Ulster County (N.Y.),,,"Lake Minnewaska (N.Y.)|Pocono Mountains (Pa.)|Awbury (Philadelphia, Pa.)|Germantown (Philadelphia, Pa.)|Switzerland|Newport (R.I.)","Cope, Clementine, 1835-1903","Stork, Anna Brown Cope, b. 1862",hc:104247,"Cope, Amy Elizabeth Yarnall|Evans, Rachel Reeve Cope, 1850-1939|Cope, Caroline E. (Caroline Elizabeth), 1840-1944|Cope, Annette, 1843-1916|Cope, Elizabeth Waln Stokes, 1823-1902|Cope, Margaret, 1856-1948|Yarnall, Anna C.|Hartshorne, Charles, 1829-1908|Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937",Weather|Paper|Voyages and travels|Books,"HC.MC-1170, Box 3",hsc0994,,/object/hc104247
"1894 July 29, Woodbourne, to dear Mother",,1894-07-29,letters (correspondence),,"Woodbourne (Susquehanna County, Pa.)",,,"Venice (Italy)|Paneveggio (Italy)|Dolomite Alps (Italy)|San Martino (Italy)|Milan (Italy)|Southampton (England)|Woodbourne (Susquehanna County, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Anna Stewardson Brown, 1822-1916",hc:106245,"Lewis, Caroline Mary Cope, 1865-1953|Cope, Annette, 1843-1916|Foote, Eleanor Tyson Cope, 1879-1973|Drinker, Frances, b. 1841|Stork, Theophilus Baker|Stork, Anna Brown Cope, b. 1862",Voyages and travels|Weather,"HC.MC-1170, Box 3",hsc1356,,/object/hc106245
"1894 September 8, Woodbourne, to dear Father",,1894-09-08,letters (correspondence),,"Woodbourne (Susquehanna County, Pa.)",,,"Dimock (Pa. : Township)|Jamestown (R.I.)|Vancouver (B.C.)|Woodbourne (Susquehanna County, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Anna Stewardson Brown, 1822-1916",hc:106246,"Lewis, Caroline Mary Cope, 1865-1953|Cope, Annette, 1843-1916|Cope, Agnes, 1876-1899|Evans, Francis Algernon, 1878-1946|Cope, E. D. (Edward Drinker), 1840-1897|Cope, Annie Pim, 1840-1933|Cope, Anna Stewardson Brown, 1822-1916",Books|Letter writing|Postal service,"HC.MC-1170, Box 3",hsc1357,,/object/hc106246
"1894 September 9, First Day, to dear Father","Author mentions a friend/relative Anna, who teaches at the Friends' School.",1894-09-09,letters (correspondence),,,,,Vancouver (B.C.)|Tunkhannock (Pa.),"Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Francis Reeve, 1821-1909",hc:106247,,Voyages and travels|School attendance|Weather,"HC.MC-1170, Box 3",hsc1358,,/object/hc106247
"1895 March 7, to My dear Cousin",,1895-03-07,letters (correspondence),,,,,,"Cope, Clementine, 1835-1903",,hc:104248,"Cope, Caroline E. (Caroline Elizabeth), 1840-1944|Cope, Annette, 1843-1916|Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937",,"HC.MC-1170, Box 3",hsc0995,,/object/hc104248
"1895 March 24, to Annette Cope",,1895-03-24,letters (correspondence),,,121 S 19th St,Philadelphia (Pa.),,"Cope, Edgar, 1838-1895","Cope, Annette, 1843-1916",hc:95191,,,"HC.MC-1170, Box 3",hsc0368,,/object/hc95191
"1895 June 20, Minnewaska, to Dear Cousin Anna",,1895-06-20,letters (correspondence),Lake Minnewaska,Ulster County (N.Y.),,,"Bristol (Pa.)|Awbury (Philadelphia, Pa.)|New York (N.Y.)|Lake Minnewaska (N.Y.)","Cope, Clementine, 1835-1903","Stork, Anna Brown Cope, b. 1862",hc:104245,"Cope, Caroline E. (Caroline Elizabeth), 1840-1944|Cope, Annette, 1843-1916|Cope, Amy Elizabeth Yarnall|Evans, Rachel Reeve Cope, 1850-1939|Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937|Smiley, Alfred H. (Alfred Homans), 1828-1903",Manners and customs|Friendship|Voyages and travels|Weather|Hotels|Transportation,"HC.MC-1170, Box 3",hsc0992,,/object/hc104245
"Letter from Elizabeth S. Cope to Francis Reeve Cope, 1896 August 5","Stationery has embossed ""ESC.""",1895-08-05,letters (correspondence),,"Woodbourne (Susquehanna County, Pa.)",,,"Newport (R.I.)|Woodbourne (Susquehanna County, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Francis Reeve, 1821-1909",hc:106253,"Cope, Agnes, 1876-1899|Cope, Francis R. (Francis Reeve), 1878-1962|Foote, Eleanor Tyson Cope, 1879-1973|Morris, Evelyn|Drinker, Frances, b. 1841",,"HC.MC-1170, Box 3",hsc1364,,/object/hc106253
"1895 August 11, Woodbourne, to dearest Mother","Stationery has a brown embossed ""ESC.""",1895-08-11,letters (correspondence),,"Woodbourne (Susquehanna County, Pa.)",,,"Pontresina (Switzerland)|Engadine (Switzerland)|Switzerland|Mount Desert Island (Me.)|Montrose (Susquehanna County, Pa.)|Newport (R.I.)|Woodbourne (Susquehanna County, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Anna Stewardson Brown, 1822-1916",hc:106248,"Cope, Margaret Cheston Tatnall, b. 1859|Cope, Alfred, 1857-1897|Evans, Rachel Reeve Cope, 1850-1939|Cope, Francis Reeve, 1821-1909|Drinker, Frances, b. 1841|Cope, Agnes, 1876-1899|Stork, Anna Brown Cope, b. 1862|Stork, Theophilus Baker",Letter writing|Wounds and injuries|Weather|Furniture,"HC.MC-1170, Box 3",hsc1359,,/object/hc106248
"1895 August 24, Little Boars Head, New Hampshire, to My dear Cousin",,1895-08-24,letters (correspondence),Little Boars' Head,North Hampton (N.H.),,,Portsmouth (N.H.)|Newport (R.I.),"Cope, Caroline E. (Caroline Elizabeth), 1840-1944",,hc:109641,"Cope, Amy Elizabeth Yarnall|Vanuxem, Ellen|Emlen, Eleanor Cope, 1854-1920|Yarnall, Caroline R. (Caroline Rachel) Cope, 1802-1881",Correspondence|Weather|Swimming|Aquariums|Rheumatism,"HC.MC-1170, Box 3",hsc1553,"Hole in first page, embossing cut out?",/object/hc109641
"1895 August 25, Woodbourne, to dearest Mother",,1895-08-25,letters (correspondence),,"Woodbourne (Susquehanna County, Pa.)",,,"Mount Desert Island (Me.)|Awbury (Philadelphia, Pa.)|Vancouver (B.C.)|Portsmouth (N.H.)|Little Boar's Head (N.H.)|Lake Minnewaska (N.Y.)|Woodbourne (Susquehanna County, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Anna Stewardson Brown, 1822-1916",hc:106249,"Cope, Alfred, 1857-1897|Cope, Margaret Cheston Tatnall, b. 1859|Cope, Thomas Pim, 1823-1900|Jones, Anna|Jones, Bessie|Hartshorne, Virginia|Hartshorne, Anna C. (Anna Cope), 1860-1957|Evans, Jonathan, 1843-1911|Evans, Rachel Reeve Cope, 1850-1939|Lewis, Caroline Mary Cope, 1865-1953|Cope, Clementine, 1835-1903|Cope, Annette, 1843-1916|Stork, Theophilus Baker|Stork, Anna Brown Cope, b. 1862|Cope, Agnes, 1876-1899|Foote, Eleanor Tyson Cope, 1879-1973|Cope, Henry, 1850-1924|Emlen, Samuel, 1880-1936|Emlen, Mary",Letter writing|Country life|Family|Voyages and travels,"HC.MC-1170, Box 3",hsc1360,,/object/hc106249
"1895 September 15, Woodbourne, to Dearest Mother",,1895-09-15,letters (correspondence),,"Woodbourne (Susquehanna County, Pa.)",,,"Conanicut Island (R.I.)|Bellefonte (Pa.)|Bryn Mawr (Pa.)|Europe|Little Boar's Head (N.H.)|New York (N.Y.)|Woodbourne (Susquehanna County, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Anna Stewardson Brown, 1822-1916",hc:106250,"Stork, Theophilus Baker|Stork, Anna Brown Cope, b. 1862|Emlen, Mary|Emlen, Samuel, 1829-1920|Cope, Francis R. (Francis Reeve), 1878-1962|Alderson, William Charles, 1837-1914|Hartshorne, Anna C. (Anna Cope), 1860-1957|Emlen, Eleanor Cope, 1854-1920|Bell, Eleanor|Bell, Lydia|Cope, Clementine, 1835-1903|Cope, Thomas Pim, 1823-1900|Cope, Amy A., 1833?-1909",Weather|Gardens|Schools|Bible--Study and teaching,"HC.MC-1170, Box 3",hsc1361,,/object/hc106250
"1895 December 26, Lakewood, to My dear Cousin",,1895-12-26,letters (correspondence),,Lakewood (N.J.),,,,"Cope, Clementine, 1835-1903",,hc:104249,"Cope, Francis Hazen, 1859-1909|Cope, Margaret Cheston Tatnall, b. 1859|Cope, Alfred, 1857-1897|Cope, Agnes, 1876-1899|Cope, Francis R. (Francis Reeve), 1878-1962",Christmas|Gifts|Books|Weather,"HC.MC-1170, Box 3",hsc0996,,/object/hc104249
"1896 January 4, Saranac Lake, to Dearest Mother","Describes Alfred Cope, ill with the ailment that will presumably end his life in 1897.",1896-01-04,letters (correspondence),,Saranac Lake (N.Y.),,,Saranac Lake (N.Y.),"Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Anna Stewardson Brown, 1822-1916",hc:106258,"Cope, Alfred, 1857-1897|Cope, E. D. (Edward Drinker), 1840-1897|Cope, Margaret Cheston Tatnall, b. 1859|Cope, Thomas P. (Thomas Pim), 1852-1944",Diseases|Mortality,"HC.MC-1170, Box 3",hsc1369,,/object/hc106258
"1896 November 8, Woodbourne, to Dear Mother",,1896-01-08,letters (correspondence),,"Woodbourne (Susquehanna County, Pa.)",,,"Montrose (Susquehanna County, Pa.)|Dimock (Pa. : Township)|Awbury (Philadelphia, Pa.)|Woodbourne (Susquehanna County, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Anna Stewardson Brown, 1822-1916",hc:106257,"Cope, Francis Reeve, 1821-1909|Cope, Agnes, 1876-1899|Paramore, William",,"HC.MC-1170, Box 3",hsc1368,,/object/hc106257
"1896 July 5, Woodbourne, to My dear Mother",,1896-07-05,letters (correspondence),,"Woodbourne (Susquehanna County, Pa.)",,,"Lake Placid (N.Y.)|Montrose (Susquehanna County, Pa.)|Newport (R.I.)|Woodbourne (Susquehanna County, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Anna Stewardson Brown, 1822-1916",hc:106251,"Cope, Francis R. (Francis Reeve), 1878-1962|Halsley, Millicent|Cope, Thomas Pim, 1823-1900|Cope, Elizabeth Waln Stokes, 1823-1902|Foote, Eleanor Tyson Cope, 1879-1973|Cope, Agnes, 1876-1899|Thurston, Anna Day, b. 1857|Haines, Marion|Lewis, Caroline Mary Cope, 1865-1953|Cope, Alfred, 1857-1897|Cope, Margaret Cheston Tatnall, b. 1859",Fourth of July celebrations|Family|Weather|Letter writing,"HC.MC-1170, Box 3",hsc1362,,/object/hc106251
"1896 July 8, Woodbourne, to My dearest Rachel",,1896-07-08,letters (correspondence),,"Woodbourne (Susquehanna County, Pa.)",,,"Glen Summit (Pa.)|Wilkes-Barre (Pa.)|Germantown (Philadelphia, Pa.)|Conanicut Island (R.I.)|Awbury (Philadelphia, Pa.)|Newport (R.I.)|Woodbourne (Susquehanna County, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Evans, Rachel Reeve Cope, 1850-1939",hc:106252,"Gurney, Joseph John, 1788-1847|Evans, Rebecca|Carter, Hannah|Cope, Thomas Pim, 1823-1900|Cope, Elizabeth Waln Stokes, 1823-1902|Evans, Anna Cope, 1875-1967|Cope, Francis R. (Francis Reeve), 1878-1962|Evans, Jonathan, 1843-1911|Cope, Agnes, 1876-1899|Biddle, Hetty, b. 1835?|Biddle, Molly, b. 1838?|Halsley, Millicent|Emlen, Mary",,"HC.MC-1170, Box 3",hsc1363,,/object/hc106252
"1896 August 13, Birchcliffe, to My dear Clemmy",,1896-08-13,letters (correspondence),"Birchcliffe, Mount Washington",Berkshire County (Mass.),,,"Woodbourne (Susquehanna County, Pa.)|Awbury (Philadelphia, Pa.)|Lake Minnewaska (N.Y.)|Burlington (Vt.)|Maine|Hudson River (N.Y. and N.J.)|Berkshire County (Mass.)","Cope, Elizabeth Waln Stokes, 1823-1902","Cope, Clementine, 1835-1903",hc:106315,"Emlen, Eleanor Cope, 1854-1920|Lewis, Esther Margaret Emlen, 1890-1927|Cope, Francis R. (Francis Reeve), 1878-1962|Cope, Thomas Pim, 1823-1900|Cope, Alfred, 1857-1897|Cope, Margaret Cheston Tatnall, b. 1859|Cope, Mary Stokes, 1853-1888|Stokes, Hetty N. (Hetty Newlin), 1838-1899|Yarnall, Anna C.|Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937|Garrett, Philip C. (Philip Cresson), 1834-1905|Garrett, Elizabeth Waln Cope, 1841-1931|Haines, Phebe E.H.|Cope, Caroline E. (Caroline Elizabeth), 1840-1944|Cope, Annette, 1843-1916|Drinker, Frances, b. 1841|Tatum, Hannah|Cope, John Stokes, 1857-1915",Summer schools|Voyages and travels|Cliffs--Ontario|Weather|Health|Photographs|Child care|Vision|Seashore|Vacations|Accidents,"HC.MC-1170, Box 3",hsc1428,,/object/hc106315
